geneID	logFC	logCPM	LR	PValue	FDR
g9531	3.17449125241825	4.48061846345757	443.055193776477	2.34165802692631e-98	1.57085071309252e-96
g843	4.94314605885494	6.60549189361576	442.399650224798	3.25231825828702e-98	2.16891365259999e-96
g13291	-2.57776692039122	5.1498959276588	439.307416359334	1.53171997718484e-97	1.01550347259325e-95
g6153	-2.66774575218524	3.94186827417151	438.580174888431	2.20524072398072e-97	1.45353570277729e-95
g4031	-3.57756555698026	6.57956772818423	438.171889284855	2.70592294994227e-97	1.77323979673385e-95
g6912	-3.3066217472398	4.01624036458535	437.319107010687	4.14873660064075e-97	2.70311648514162e-95
g3924	5.68315253755662	5.16196298557919	435.223032744994	1.1860723137208e-96	7.67345252701756e-95
g7897	2.74842680943992	5.21605525235727	435.214329706043	1.19125663293207e-96	7.67345252701756e-95
g7381	-3.4572356985948	6.18797948598956	435.177740229607	1.2133017096299e-96	7.7713002723583e-95
g8209	-2.91859691878855	4.62024376286233	433.304640294043	3.10198500238962e-96	1.97568561640961e-94
g8263	-4.0205353817507	4.74992325925845	432.737612532069	4.12146159216231e-96	2.61033575811979e-94
g2925	9.59469067916932	5.71657098549618	432.371983025243	4.95027592200605e-96	3.11784878487681e-94
g8857	-2.66555247394883	6.32047816331746	432.31272186431	5.09949807832131e-96	3.1940889344712e-94
g7187	2.15157769799857	4.77968963338987	429.634349156036	1.951964860292e-95	1.21590250665551e-93
g4732	-2.83446079143164	5.28320699716841	428.731244842818	3.06925824068694e-95	1.90143063795999e-93
g3810	-2.74298247376839	5.48259238777578	428.348437233982	3.71836591890207e-95	2.29103882731482e-93
g3373	2.02436829710373	4.59914222863657	426.936507716602	7.54505408376109e-95	4.62369071068105e-93
g243	-3.50701027843225	4.88099895389987	426.548510441513	9.1645556374967e-95	5.58594447646775e-93
g2624	11.3840876373641	7.24155381428815	425.841776885909	1.30597560842742e-94	7.91756442392601e-93
g762	4.43073199382563	3.54880009963426	424.945068444694	2.04695567441707e-94	1.23437960004608e-92
g14731	4.66068184767916	4.95630250983266	424.680434742477	2.33726285635828e-94	1.40198671971079e-92
g3603	3.87510463840009	3.75153997624488	424.127603495666	3.08343556344433e-94	1.83983731488254e-92
g996	2.09675458321341	5.95414443372306	422.936530955355	5.60119655057178e-94	3.32464739758284e-92
g2524	2.54882888634798	4.41589184536771	421.668203867704	1.05765410673773e-93	6.24511698337792e-92
g2467	2.06930447197898	5.15675232918897	420.952367393344	1.5140938425474e-93	8.8939284419481e-92
g6463	-3.87990681689264	3.72820822583445	420.884555343914	1.56643656396708e-93	9.1539646008736e-92
g3180	3.68989530761172	2.98628044418278	420.413164225638	1.98388407206756e-93	1.15339967820666e-91
g9850	-2.98748058132826	7.59977566789536	419.237014362336	3.57700434537271e-93	2.06900501344339e-91
g13551	2.21765029631043	5.31475830812733	418.734153392108	4.60228731711128e-93	2.6485345844716e-91
g4764	-2.48917446768546	7.23039306854426	418.720187052201	4.63461527440337e-93	2.65366835181369e-91
g11841	2.49133737897311	4.4629343539444	415.690698317732	2.11557358227644e-92	1.20523908051598e-90
g14412	-3.00308039698357	7.66685165443751	414.99597358149	2.99672698373797e-92	1.69869469073187e-90
g3176	-10.6309290655328	1.76955314511218	412.593593786587	9.99014985526176e-92	5.63474273179615e-90
g5065	-7.3944718851715	7.39030505472094	412.532447280873	1.03010578785728e-91	5.78134124600892e-90
g614	2.40054482356598	4.8576003881727	410.623153822224	2.6821442851796e-91	1.49790491433897e-89
g2364	2.40111439809172	4.89544875835206	409.815491269733	4.02058551794876e-91	2.23438127534241e-89
g14343	-4.69300531438915	2.88722492096565	408.673027586237	7.12812671850236e-91	3.94202793208103e-89
g49	-9.17942157893334	3.47400948626681	408.275198654634	8.7010834059592e-91	4.78855255210483e-89
g9874	-4.08041697178218	5.90810850039275	407.422967211301	1.33378118180444e-90	7.30486824063621e-89
g6692	-3.56585537025651	5.19607536718193	406.744516422031	1.87399508066692e-90	1.02141741488081e-88
g6911	-4.46008207443128	6.99545532898003	406.638086355546	1.97667829083396e-90	1.07222975039161e-88
g8465	-1.83215048802075	6.69925880618867	405.482260552527	3.52805596887015e-90	1.90464621519433e-88
g5898	-2.12088566235809	5.42370370775626	405.028073390607	4.42999397073385e-90	2.38022946190567e-88
g14796	-1.56629476501911	5.79954313606849	404.617451148239	5.44236675793332e-90	2.91038263842877e-88
g8543	2.28126921504183	6.1623475416682	403.917117003021	7.73103732951396e-90	4.11487184059623e-88
g9789	-4.74024555912946	7.63335099474126	403.67694348923	8.7200567381155e-90	4.61959267476708e-88
g3984	2.86525061680977	4.50192550269303	403.574278281851	9.18052970003964e-90	4.84091466089997e-88
g4730	-2.14166419465668	5.21334848998242	403.417676231075	9.93018428444526e-90	5.21196755707203e-88
g72	2.75225284888571	4.64415146531448	403.227835412608	1.09215034419919e-89	5.70585642957893e-88
g4810	-7.23991035866614	3.92793979920077	401.914608481263	2.10936099921822e-89	1.09696447927234e-87
g6125	5.40651899966328	8.60534621866505	400.888205034233	3.52845117641895e-89	1.82657767064208e-87
g722	-1.88480978244889	5.34353936687318	400.704284263341	3.8691997905886e-89	1.99386900117741e-87
g810	-9.81481533538874	0.991120555897884	399.909935132955	5.76156740777229e-89	2.95560586886491e-87
g8793	1.971236350465	4.74556342459422	399.579326444863	6.8000188381425e-89	3.47260421477574e-87
g3088	-5.92123404172089	4.62943968817404	398.014575721356	1.48983857467159e-88	7.57412552513532e-87
g10520	4.34573994030616	3.6843966767994	397.887278010436	1.58800065923748e-88	8.03712655079254e-87
g4355	3.407570697282	5.00968117587013	397.642007031947	1.79574153457509e-88	9.04814301221233e-87
g7860	5.22749794740985	2.69764219425598	397.076524989616	2.38420821057748e-88	1.19600745501402e-86
g1205	4.6347503799202	3.56037466220018	397.025356225873	2.4461505366254e-88	1.22167438915076e-86
g687	1.99835529356947	5.27826323277773	396.393244256824	3.35806290519088e-88	1.66975259456794e-86
g12625	1.81031621424446	5.46505438367569	395.641346160425	4.89521369001718e-88	2.42345142374344e-86
g768	2.70492531519662	5.23240222025411	395.165850741784	6.21275175259054e-88	3.0623463747443e-86
g12382	-2.70263437216961	5.61950540058684	395.092360882963	6.44588133061408e-88	3.1635046166741e-86
g10827	-2.0162184413183	5.44811918302591	395.048824344062	6.58809654661631e-88	3.21936424780126e-86
g12653	4.4373449477388	4.26988323223835	394.9152189734	7.04441733065107e-88	3.42757765139876e-86
g1482	1.95619379722085	6.52807051906166	393.613428545537	1.35281579989029e-87	6.55421911254539e-86
g3064	-4.04330960402101	7.8370797482233	393.428673391451	1.48408636875176e-87	7.15961155852709e-86
g10623	3.42149602321066	4.26936892861919	391.881362498834	3.22333068733369e-87	1.54842796619924e-85
g9058	-10.6287444276534	1.90015411861377	390.799551847631	5.54388621213226e-87	2.65194253109466e-85
g2755	-5.87944033611624	4.9839908306092	390.665190534099	5.93013785712196e-87	2.82478877673074e-85
g1271	2.45708839233069	5.46394343677652	390.481236520727	6.50296852280873e-87	3.08469264196998e-85
g6296	-6.51151791905726	0.879377428921446	389.554497930621	1.03481744270678e-86	4.88821889498615e-85
g4997	1.82865312057234	6.04933190321395	389.363810393595	1.13861471950998e-86	5.35621372410149e-85
g13265	3.99200077409598	3.49144838765171	389.13714980159	1.27561999900117e-86	5.97591071432904e-85
g9500	-9.14619464233827	2.5984534548151	386.288393093852	5.31996003375843e-86	2.48199123056458e-84
g6999	1.95651602019949	4.76010637056579	385.831192236547	6.69027733442716e-86	3.10851123526232e-84
g10107	-10.0562279124821	1.22203450829463	384.605681641253	1.23665239899213e-85	5.72241969280563e-84
g12920	2.35466314882242	4.64167575103679	384.37272066159	1.38984180796135e-85	6.40513681986092e-84
g9506	-9.60341059933095	0.779082857244057	384.180886146338	1.53013430587976e-85	7.02313061771613e-84
g5831	-3.38732421169802	10.0496727439571	382.739600441198	3.15146683745652e-85	1.44065240065502e-83
g6789	1.76619950513647	4.60894732152752	382.458618621559	3.62815488687278e-85	1.65190329126413e-83
g1810	8.20052788177235	7.57004049186721	382.446208032424	3.65079758164506e-85	1.6555636873244e-83
g1122	2.99450763542127	4.61900707854041	381.485515785106	5.9093913898948e-85	2.66911435008914e-83
g1429	4.11589719483969	3.86798334688016	381.401925308927	6.16228153820873e-85	2.7722930872489e-83
g6342	-4.35844799944162	4.5544211443036	379.497963360408	1.60052586465593e-84	7.17200068284753e-83
g11996	2.55353729287735	4.47399558914087	377.402138081183	4.57679697319112e-84	2.04280107421526e-82
g14066	1.89712353562338	4.78824909479513	376.650878010688	6.67000438949539e-84	2.96540548092977e-82
g4524	5.52185147739826	3.79268808195957	376.245149530822	8.17451038076381e-84	3.62009469479372e-82
g10594	-7.25733707812428	1.5811551373566	376.186711747816	8.41753451098646e-84	3.7132135700799e-82
g11648	-5.0658803550855	6.59189593762596	375.7740441664	1.03521752868671e-83	4.5489384196594e-82
g14769	-5.16049415399036	4.05839555813353	373.741477548721	2.86793554928628e-83	1.25535850665091e-81
g11249	2.04778755490452	3.9515141956915	372.515234653971	5.30340145589036e-83	2.31248701174727e-81
g9822	-3.41445728682738	5.27854764108999	372.433939215713	5.52401343991235e-83	2.39945365395733e-81
g13149	-5.32202812355901	1.77210323000342	372.20319779708	6.20145291793168e-83	2.68343021872486e-81
g13996	-1.42439924131973	5.36341933057952	370.981982916381	1.14389653221124e-82	4.93093345463072e-81
g715	2.63896428024542	4.8540750283344	368.585313025953	3.80379306749574e-82	1.63346977296209e-80
g5320	-8.77691815193509	11.0195363094879	368.321043591164	4.34267345246012e-82	1.85784486530341e-80
g8	2.21384310610931	5.2233281912778	367.869882531319	5.44490461064386e-82	2.32063472070938e-80
g4062	-4.07325251968001	3.10060347433433	366.029119990583	1.37021974961968e-81	5.81804543125029e-80
g1113	5.39787631804313	5.85848103108302	365.854451344826	1.49562296717764e-81	6.3268199921242e-80
g12798	9.42055094050558	3.64469418209924	365.458590895168	1.82396266978746e-81	7.68708728155406e-80
g10160	-2.18812519548508	6.53511658445593	365.019319099635	2.27332933170645e-81	9.54545727168743e-80
g10371	9.37996499744616	7.08926667304435	364.799664916029	2.53798855065954e-81	1.06174081914491e-79
g7555	-2.98625134252507	3.85075013913553	364.763126792982	2.58491010301635e-81	1.0773943322756e-79
g2620	-6.51582115458079	6.75596651438421	364.744717679736	2.60887837098524e-81	1.08340124878607e-79
g5914	2.1179585218551	5.0956733533484	364.168630284841	3.48249900930922e-81	1.44091573972769e-79
g1548	3.84809593542614	3.03968464227233	363.771662748851	4.24939357207427e-81	1.75183181551295e-79
g4639	5.28996881907027	1.84662181473682	362.57783683647	7.73166249065015e-81	3.17586440784423e-79
g1711	1.80966286948882	5.83781969802721	361.701677942767	1.19963983065108e-80	4.90986164624235e-79
g10167	2.01587830720616	4.35818570610582	361.294118133015	1.47161716576717e-80	6.00133949938935e-79
g7651	1.71141091562777	4.89699486379027	361.255254469859	1.50057329775707e-80	6.09749085185373e-79
g7202	-1.70203211870346	5.94846293132089	360.650594295382	2.03197927780437e-80	8.22733895445292e-79
g3427	-2.14617539051088	5.57631183109462	360.42659316173	2.2734985276595e-80	9.17247430892377e-79
