AVf1	AVf2	AVf3	AVm1	AVm2	AVm3	HtVf1	HtVf2	HtVf3	HtVm1	HtVm2	HtVm3
g100	0.0798831453277657	0	0	0	0	0	0	0	0	0	0	0
g101	1.72547593907974	0.457652840886245	1.24201443712614	28.5997886120984	18.1145165187344	11.1568071380492	2.72137728508562	0.889285880927566	3.00597050746896	112.256213368078	50.4685958657539	48.8099494211807
g102	0	0.246328724556336	0.111417725710088	5.84958849233288	10.7366325312544	7.79382766138212	0	0	0.134828705481374	1.29166442275853	0.139304615595166	0.14676896181215
g103	1.01450995292854	1.76125962021488	1.06218789071553	4.20693664745706	5.02560868480051	4.1109462383979	8.14575796510998	3.99278019306188	4.55236531279291	3.99062614233099	5.81019382261983	2.97331014947953
g104	0	0	0	0	0.0442476362562934	0.0487062487070759	0.101523990607946	0.136850149062827	0.051397983839012	0.109421056211606	0	0
g105	0	0	0	0	0	0	0	0	0	0	0	0
g106	0	1.86330085217971	1.68559102181404	4.96819185033024	2.3413320670473	3.86588454023591	0.335754340367706	1.81033197188826	1.35984380099786	1.44748425788495	7.02493275787051	4.44080944454478
g107	0	1.86330085217971	1.12372734787603	19.872767401321	4.6826641340946	2.57725636015727	1.34301736147082	0.60344399062942	0	0	0.702493275787051	10.3618887039378
g108	0.233726541177626	0	0.149545464546239	0.165291553955854	0	0.171490442215788	0.536185638610024	0.160612468988819	0.180967806216445	0.385261969779265	0	0
g109	0	0	0	0	0	0.0458353519336913	0.0477699264750801	0	0	0	0	0.052651873495619
g110	0.332399043884133	0.151136801451425	0.0455741102846593	0	0	0	0.0544676797815513	0.0489467895064419	0.110300192433198	0	0.0569809146061339	0
g111	0	0.318124535738	0.287783832992641	42.4644080865879	45.3204795539125	46.09202990452	0.343943470620577	0.618162136742333	0.580421134572258	2.71844604529613	0.719627258123321	1.51637395667383
g112	60.252435295862	51.7848725567364	52.3667306350117	29.8867790996428	29.5545195348593	30.2220277069672	24.3215490409803	24.1501252807225	27.430250852608	21.0226325363926	20.7581004853469	19.1100406425083
g113	0	0	0	0	0	0	0	0	0	0	0	0
g114	0	0	0	144.905595634632	167.417830600694	155.674597883693	0	0	0	7.62652996089922	0	0.557090790534291
g115	4.38531938391576	3.28885205766038	3.91853263373744	9.46431381082283	10.8858981715114	12.3988855334134	17.5186951025807	15.5871141490994	10.713160572437	21.8725019780033	22.7727063756061	21.029663421276
g116	10.1655946798496	6.40359207596646	8.53684341797293	0.336989757289842	0	0.174813900398265	130.814055402177	150.463379523995	110.869435480581	1.5709131480922	5.33677062225822	1.20487077952765
g117	5.74720263245309	7.157802054105	7.3944457088387	23.193731008592	25.6083194833298	25.4386203231987	34.1077275032072	21.9790981952829	29.311267295899	26.3092032035288	27.6856597916889	29.9589160190072
g118	0.572347116664019	0.607220948103258	0.6591696733351	1.27500733589131	0.915604718957044	1.25983201962995	1.01757949524849	1.47489802178978	1.03032857827003	1.66278743311505	1.51094922445818	1.55573049675044
g119	105.390406783533	115.711261440667	111.06885832454	0.194940263185604	0	0.202251059653598	10.223192695501	11.1758909475314	21.662982524865	0.113591813959582	0	0.11616467156881
g120	19.9926960295677	21.1581128319921	15.0830394023166	0.263784458072752	0.0994497844012809	0	1.14091280707473	2.81948951932435	4.67858880561764	0	0	0.1257510765041
g121	8.27120346944186	8.37630658319321	11.1857263527109	6.18175247432146	6.39033293528964	9.72382273499705	6.46866160341451	3.87532838018894	5.67641219682593	11.1549245561776	9.9251343551565	9.50631991186955
g122	0.110906775515951	0.235328930360992	0.0798317804648058	1.94122516479412	1.66332792313915	3.47877296245856	0.508856375117497	0.657337499941384	0.386423813544724	1.30253996142557	1.69682069997278	1.78774128518548
g123	0	0	0	0	0	0	0	0	0	0	0.21567776011006	0
g124	0	0.163447443173659	0	0	0.462105013233019	0	0.530138432159535	0	0.0894634079603856	0.380916909969725	0.369733303045816	0.194772344058981
g125	5.12955278313079	7.23620275926739	8.57479705961797	2.54132922192786	2.67707328849115	3.2570210191121	10.1188137516595	8.25066474120555	7.9869780333712	6.7595722909483	5.41122743384799	6.5563532377048
g126	30.3692969704463	31.6310037975686	30.5266966548062	16.8303360050811	17.729321556124	18.3221035862637	13.1642705055947	14.4299132350962	17.63556148155	18.0861287043893	15.1034612986715	13.5529422420196
g127	0	0	0	0	0	0	0	0	0.124593018416034	0.132622903209354	0.128729134306528	0
g128	0.645355174065256	0	1.23875455671373	0	0.322624497427777	0	0.370122894893534	0.665213847937943	0.374760102637206	2.3934779067389	6.58241730855583	1.42781930959773
g129	0	0	0	0	0	0	0	0	0	0	0	0
g130	9.41433662707357	8.81290943598513	5.84641930989555	49.3462298647666	73.6412214331431	64.6055479471857	29.219702053622	22.2621904651124	11.5770485760629	168.416749464722	164.801125238692	182.733307549174
g131	0.125321264688513	0.132957247352273	0.240553254897009	1.99411370139402	1.8795096868499	1.65511876340375	0.431244106894301	0.516710450691858	1.16439224550276	2.40140736973268	2.40609317700764	4.75315995593478
g132	16.6017819950002	18.0475769182201	17.2346947174245	8.43925847235403	9.15633295883353	8.67129324672141	7.3354568744505	9.59784824047292	7.72445604811519	7.30518740636695	7.02931785946719	5.3685191162724
g133	81.9601071062876	83.4501352053513	81.7012621922037	23.0228298327392	23.7887809937248	26.4083998746378	31.6978604228722	33.4871714536787	34.9913754385058	20.4980912177458	23.454956411969	16.0200252988512
g134	8.1885325986665	9.63952174439687	9.56347339170954	4.89849664075102	5.25250932468298	6.29617144554845	8.6848864502048	9.44257704315196	9.53193430763327	8.71330053959487	9.73619786423842	8.50885021308762
