geneID	logFC	logCPM	LR	PValue	FDR
g1359	10.2227358708789	4.21683586000431	141.477565135004	1.26507444770375e-32	1.16602837509084e-30
g6113	2.89013617685318	5.12445626955968	141.304075548226	1.38054850865571e-32	1.26219987440563e-30
g5734	-1.91197229381535	4.85578499821348	141.255384097301	1.41481188838962e-32	1.28317779029385e-30
g12135	3.85741074240159	3.62885582165696	139.78393180645	2.96799465928126e-32	2.67048852795806e-30
g5833	-3.80358959314056	5.42451826693253	139.414568998543	3.57466892013638e-32	3.19102531870757e-30
g9532	4.67546363169719	6.54473826721533	139.151769163368	4.08043172102779e-32	3.61405112666344e-30
g11379	2.37270354917303	3.45837370274742	137.437130955835	9.67586492756435e-32	8.5035101305269e-30
g4315	3.21518359416818	5.58641319720535	136.61529478039	1.46363667376827e-31	1.27640376696238e-29
g715	1.77757058603332	4.8540750283344	136.572385783228	1.49560911349002e-31	1.29432981065926e-29
g11418	2.46924732452406	5.29250190339536	136.156766780166	1.84383089113616e-31	1.58359930400081e-29
g10480	1.42740801863935	8.42826978782975	136.121563695919	1.87681166272347e-31	1.59980555039819e-29
g1150	3.88270336932118	3.88438661504251	136.092095642212	1.90487265401033e-31	1.61160755809814e-29
g6524	3.38069408847813	4.0241513750607	134.481276702315	4.2874541751912e-31	3.60050873956612e-29
g14494	-4.63576801505146	0.714192191157841	134.434561990198	4.38952799330073e-31	3.65912344559194e-29
g2346	1.81741041179147	4.06462879833241	134.068371442972	5.27860152875299e-31	4.36813908988851e-29
g2353	9.0086096759982	2.5434389888548	133.314813836335	7.71539446500898e-31	6.33836427897151e-29
g4149	4.532597253128	2.04429854645253	132.250430828672	1.31886803817909e-30	1.07568395315369e-28
g7513	2.30723480439141	5.32126842624632	131.706851786931	1.73428045393806e-30	1.40439553616398e-28
g1548	3.30112207115186	3.03968464227233	131.559055925016	1.86832761202249e-30	1.50221490336872e-28
g13336	-1.033012774393	6.64184180518883	131.072218467426	2.38760056545145e-30	1.90621321200867e-28
g10034	7.68581881847551	5.01280316348225	129.899339038336	4.31094247931921e-30	3.41770313902391e-28
g4488	6.03987428390152	3.07560314385673	129.477434367022	5.33191963510048e-30	4.19777589605098e-28
g14631	-1.94140304200832	5.45512011079907	128.984466077928	6.8351222442794e-30	5.34412281954452e-28
g2364	1.53496383818087	4.89544875835206	128.912492816409	7.08752285517588e-30	5.50351004172116e-28
g6153	-1.31241291044565	3.94186827417151	128.814755706048	7.44526311231483e-30	5.74196924519138e-28
g1246	2.09944920858431	10.0581088428016	128.623941677215	8.19656471671368e-30	6.27867933739075e-28
g9082	2.52806571724832	5.02282094157164	128.49765765912	8.73502603626264e-30	6.6462409512154e-28
g5650	-1.37293990041455	7.44452273060742	127.24309740375	1.64356506271635e-29	1.24220647440101e-27
g5471	3.24564139299453	3.65612740403696	127.146615695277	1.72543998372819e-29	1.29545119837924e-27
g11802	1.61935944165664	7.38179647315212	126.785390262769	2.06989059427923e-29	1.54383879390419e-27
g9746	6.28884482101779	7.7480154230594	126.109815622298	2.90930368324871e-29	2.15573698411703e-27
g6628	3.08726801520966	2.78620264097815	125.961077772041	3.13573546580646e-29	2.3084307127174e-27
g9278	1.8969643013406	4.94944499884092	125.514530606258	3.92703957926474e-29	2.87231275549189e-27
g12691	-1.27460008651525	7.67279053520807	125.39578226077	4.16920777819185e-29	3.02989157572827e-27
g12556	-1.54907990091712	5.2758465179054	125.24278041701	4.50337912508441e-29	3.25189867140649e-27
g4524	3.14887615845957	3.79268808195957	124.853190698728	5.48028265848037e-29	3.93227623412608e-27
g8851	-5.58172861329161	1.23696895938345	124.444226097868	6.73457110430583e-29	4.80187626474938e-27
g14175	-1.75635015687142	6.76050576832566	124.114346549233	7.95261277317817e-29	5.60247640052587e-27
g1265	2.89876174086774	7.07129379867802	124.113442226639	7.95623798610448e-29	5.60247640052587e-27
g1599	3.09802320540997	4.85851917524792	124.092263750195	8.04161163403554e-29	5.62763895648524e-27
g8816	-1.17545493940308	5.43818034584067	123.701414102132	9.79240581024854e-29	6.81082850741029e-27
g2699	9.14292546984392	2.87705778063593	123.624852849815	1.01776336634229e-28	7.0355995635503e-27
g10925	-1.83475757422302	4.56670756625943	123.473541477133	1.09841249035132e-28	7.54709236552298e-27
g13206	2.86718241714011	7.00017043104102	123.402998477842	1.13816661555838e-28	7.77312947023212e-27
g14132	1.82063660164394	9.13397255557453	123.133133786394	1.30398978179387e-28	8.85229470430964e-27
g9477	-0.997441634795387	4.54362784370045	122.322407065638	1.96215467041242e-28	1.32410401776581e-26
g3923	1.5961097778228	6.50821361532831	121.337416792026	3.22365896012843e-28	2.16252198999858e-26
g14520	7.75543464689327	3.34812877528782	120.374822980173	5.23691732152211e-28	3.49240774553507e-26
g10223	1.36552429838491	4.68239682781882	120.289757190321	5.46636433565634e-28	3.62410365341146e-26
g10927	4.99551754409262	3.98713215199474	119.954010838451	6.47443979321116e-28	4.26748394974622e-26
g3921	-8.94211946204	0.72882727993003	119.750931685404	7.17236384227029e-28	4.70017854796638e-26
g8223	1.82820155712596	6.09690795515061	119.400595225714	8.55781494635735e-28	5.57585908315249e-26
g3059	-1.18196117121038	4.96747589043389	119.381695834608	8.63973978903229e-28	5.59707028504337e-26
g10700	2.20780994522071	5.18491648177043	118.958723671446	1.0693163354989e-27	6.8879768724722e-26
g7477	1.83885524806582	3.1231194226095	118.653795629425	1.24700675064524e-27	7.98718391642094e-26
g5957	0.88847179003635	6.630722498963	118.540805585693	1.32010297913356e-27	8.40786936766136e-26
g3635	2.09934685136434	4.95486521087157	118.355471857448	1.44939505953581e-27	9.1797719496969e-26
g11860	1.4912810638251	6.00899156389216	118.114277776448	1.63680590257192e-27	1.03091491763655e-25
g1393	-1.93306573348065	4.64757038559987	117.582516088544	2.14008797385294e-27	1.34045178782159e-25
g1677	1.01791730888985	5.88383708731074	117.406169452806	2.33908175633952e-27	1.45231528176925e-25
g7467	2.43033738620332	4.04158368605302	117.401746637938	2.3443035773465e-27	1.45231528176925e-25
g85	1.17478046985228	6.89365781949949	116.924252199253	2.98243459912531e-27	1.83760114403715e-25
g14682	2.05936653186061	4.5461444029031	116.603733546406	3.50555628155673e-27	2.14824278724371e-25
g3276	9.07908615307286	2.6200809525354	116.283569483657	4.11971238892961e-27	2.51103114802661e-25
g3988	1.88896776746145	4.84293554159697	116.263572760358	4.16146129238712e-27	2.52291372576432e-25
g7394	-2.51247030552314	4.11039246466112	116.201891423104	4.29292323720035e-27	2.58816824276566e-25
g4732	-1.41309748101219	5.28320699716841	116.191831203947	4.31475520757439e-27	2.58816824276566e-25
g1205	2.99414282042344	3.56037466220018	115.470440173734	6.20774999406362e-27	3.70406640435259e-25
g10572	-2.38357526006594	3.21168734207272	115.184256623937	7.17146811097032e-27	4.25669811382568e-25
g13162	2.06265523786762	5.62976187568441	115.057749106864	7.64387327983925e-27	4.51346830070508e-25
g4412	5.98601133944808	3.00882252406706	114.236135257323	1.15679075933516e-26	6.79509680755579e-25
g12473	-1.69352115999393	3.7274284143544	114.116849392978	1.22851499368153e-26	7.17921365122036e-25
g4567	-1.6701513133345	5.07382932320683	112.469081302336	2.8202890692436e-26	1.63967267579563e-24
g7811	3.0989681477418	4.33178562689489	112.274564763372	3.11101300968753e-26	1.79946706585855e-24
g1006	1.92702657669753	5.68307906396148	112.162604574012	3.29174830892038e-26	1.8943426689457e-24
g4099	3.11091575401548	5.31822980526051	111.865875069823	3.82319108491388e-26	2.18906653180145e-24
g4760	1.75445205062396	5.12954745340055	110.597889879522	7.24766732320376e-26	4.12898514789754e-24
g7935	-1.11285657190065	7.0958099877367	110.538435506256	7.46832733807218e-26	4.23342135158622e-24
g14417	2.67756431599311	5.30573342428925	110.357292373184	8.18291499913408e-26	4.615408325631e-24
g2766	2.3869818328328	5.17564580570079	109.976038550534	9.91824143923146e-26	5.56649025725579e-24
g2378	3.72427517260084	2.92288944310083	109.578465348179	1.21210240628362e-25	6.76926353696426e-24
g8827	1.67771721776003	5.26009011888484	109.543610977357	1.23360385330674e-25	6.85557200242082e-24
g6796	5.14154950640376	3.67482605718109	109.521928626776	1.24717160237746e-25	6.89716314934307e-24
g7487	2.49946971863702	5.91895714764392	109.053347215709	1.57976361895869e-25	8.69406803307509e-24
g1866	2.15650769912306	3.78845356063045	108.686113663227	1.90132104077567e-25	1.04131771204221e-23
g13159	-1.09285641041972	5.99761791718686	108.666312721509	1.92041036778852e-25	1.04671597786627e-23
g12134	1.2458589644006	5.35390309970676	108.599508700468	1.9862391301773e-25	1.07741593391483e-23
g6439	-2.73322745924943	4.81625123244781	108.579409079113	2.00648351456369e-25	1.08321445736231e-23
g9103	3.41560300889125	4.86745117473008	108.455827904453	2.13557012183702e-25	1.14743879010741e-23
g13354	4.90749397541271	4.08422416990969	108.344120845474	2.25938654245896e-25	1.208238926031e-23
g9680	1.89630193012249	4.58954065282492	108.270341290122	2.34507573641401e-25	1.24817481801529e-23
g9034	-2.05527507279182	5.0220680613396	108.050007687237	2.62081420351096e-25	1.38841918809363e-23
g10866	-3.17729879480563	3.94232020397242	107.034806682611	4.37419112239242e-25	2.30189536390041e-23
g7597	-0.955772918045369	4.32924317621613	107.029588881183	4.38572284204366e-25	2.30189536390041e-23
g6928	-1.09790555312449	5.65057019606212	106.573285586092	5.52124887206616e-25	2.8845344913647e-23
g8904	-2.7611744055278	4.43020448171764	105.827689658823	8.04337832909913e-25	4.18292569344022e-23
g1311	1.66984385595762	5.24407324607166	105.769951706932	8.28118519524975e-25	4.28693134970531e-23
g13902	-1.41147062091609	3.56596520067381	105.755291966864	8.34267593173768e-25	4.29913259264136e-23
g13211	1.44707920673064	6.37212265693214	105.648913452024	8.80277821078853e-25	4.51570572740767e-23
g2322	2.38459429227401	4.40296999241357	105.447485161356	9.74465026903011e-25	4.97635586036011e-23
g7488	2.11387105514952	3.58011412929967	104.781490453416	1.36375383456462e-24	6.933128799309e-23
g4721	1.32880578177987	5.57408172610642	104.630278502779	1.47190274519358e-24	7.44953634922303e-23
g14408	-2.81285003596848	4.71684065249041	104.541371115061	1.53945263661703e-24	7.75678868503432e-23
g13979	-1.21839858107826	6.73041064115324	104.410534853161	1.644538434964e-24	8.24961603415349e-23
g9018	2.3720760203555	5.43907803475742	104.175041833927	1.85208973416819e-24	9.24345264921491e-23
g3924	2.24513579115369	5.16196298557919	104.167701760351	1.85896375056981e-24	9.24345264921491e-23
g5821	-1.90847354864724	6.35122219169057	104.032930334003	1.9898123932616e-24	9.85087471720817e-23
g6080	-2.54846120059677	4.77629488658534	103.739011989048	2.30801568363333e-24	1.13765103501526e-22
g722	-0.934550528166099	5.34353936687318	103.660438208173	2.40138801399705e-24	1.17855133829803e-22
g8943	-0.978025545410943	6.40718684881411	103.338992292891	2.82439476276754e-24	1.3801794579955e-22
g10482	6.92550931422511	2.08521279822956	101.922148140763	5.77472436435191e-24	2.80978755874067e-22
g12180	-5.65391575344584	6.7668203074476	101.647575447686	6.63328645121247e-24	3.21374224347845e-22
g10072	4.10830821761071	4.4681245885234	101.618867148027	6.73012090344108e-24	3.24678215669411e-22
g3119	3.3663191688366	2.44388919846514	101.511253765831	7.10585876659301e-24	3.41352206935869e-22
g11538	-0.94317323692839	4.23563579509508	101.454685474897	7.31171046246558e-24	3.49758909337436e-22
g130	-3.18999838987772	3.99890524490695	101.195702373431	8.33299306543322e-24	3.96937573037044e-22
g13340	-1.20763853872967	5.26570635252365	100.581397564212	1.136299503816e-23	5.3900533367205e-22
g3946	1.56306801817527	5.65388482582151	99.7983909064927	1.68727283708915e-23	7.97025506419987e-22
g13112	-2.08080927004506	6.246659385716	99.7169627797639	1.75808985943938e-23	8.27031731803496e-22
g8215	2.19458018954658	4.97736054567145	99.6536596882011	1.81519137054378e-23	8.5036465156425e-22
g13238	-3.92780931423593	6.69350999857053	99.4895313462512	1.97202999117532e-23	9.20037202055745e-22
g6115	1.7774621424641	6.22617260834551	99.3728612621774	2.09169333564242e-23	9.71865874843364e-22
g5354	-1.29450634110188	7.61895922377469	99.3061550261158	2.16334659155883e-23	1.00105552279602e-21
g4034	2.06643766205302	4.4446483167351	99.22833107201	2.25005084293419e-23	1.03694416285955e-21
g5730	-1.11624382174603	5.9707353094705	99.1901619962364	2.29383713787294e-23	1.05284338591358e-21
g1251	-5.24925881643061	1.64578645246613	98.8985733139879	2.65770786858945e-23	1.21493685912091e-21
g10849	3.11948994182432	7.2436273824745	98.7761171695563	2.82723629024058e-23	1.28724408925532e-21
g1252	-7.02479960118439	2.2348175317542	98.7424451426847	2.87571936764114e-23	1.3040812188379e-21
g12148	1.10753295920102	5.80949716699516	98.2725929120864	3.64577040066805e-23	1.64669717260453e-21
g7140	3.84115959462756	3.90538534951891	98.1216169430698	3.93460112470018e-23	1.77010210121928e-21
g10483	1.53122699558081	3.37984478690485	98.0106297546081	4.16142678013227e-23	1.86474685400631e-21
g1177	-0.94506475893338	5.22186828992232	97.9158548606292	4.36544337394293e-23	1.94573054260035e-21
g9151	1.36661716789315	3.87675395117209	97.910855947678	4.37647780156204e-23	1.94573054260035e-21
g13706	2.12531101596124	4.73244492438558	97.798847938351	4.63116949527727e-23	2.05092064718587e-21
g6477	-4.29767128237374	5.66980307966711	97.2113569997202	6.23082455644421e-23	2.74859369635829e-21
g12663	1.56169731075879	4.68184951459238	97.1911892713038	6.29461339190485e-23	2.76597023348935e-21
g7167	3.48438769788588	4.81641020679414	97.058450353451	6.73106685966347e-23	2.94633609992296e-21
g5445	-8.46584028288588	0.432020709618706	96.7327116100334	7.93474227130213e-23	3.45985281268278e-21
g12630	1.29654237168874	5.63162957854978	96.0613275439494	1.11379316034665e-22	4.83795902637928e-21
g10012	1.36023400594232	4.34349700150996	95.9276228798725	1.19161126456507e-22	5.15622019327259e-21
g562	2.22187517979825	5.97134223269367	95.8512933980349	1.23845080136587e-22	5.3385234734163e-21
g6463	-1.57237793303724	3.72820822583445	95.4266189078501	1.53476076738535e-22	6.59075106812412e-21
g367	1.99219094337349	6.21492545715801	95.2797207922419	1.65297796795666e-22	7.07162687649988e-21
g3516	2.97226437931291	3.48934268922381	95.2101494341947	1.7121024147824e-22	7.29703198360452e-21
g14249	2.14112871209253	6.2781545757294	95.1651297909423	1.75148442551307e-22	7.4369209483302e-21
g647	-3.36241009330209	6.22330135690429	95.1466470398979	1.76791382894715e-22	7.47867129804994e-21
g2475	3.49985273829874	5.96107010624372	94.4979639758274	2.45344626733364e-22	1.03400447333686e-20
g6479	-2.29806745686588	3.44842701430577	94.4844418325927	2.47026358582323e-22	1.037236232314e-20
g11664	2.29007123211533	4.16755715595629	94.1547903473293	2.9178962562137e-22	1.22067121242416e-20
g5750	2.53555385557768	3.21985532979896	93.4452537114219	4.17592861204235e-22	1.74053318657074e-20
g324	-0.868938481976754	4.88375027379033	93.2089518937546	4.70548039467597e-22	1.95406707818467e-20
g4384	3.0447401719779	3.49928970606667	92.969233808289	5.311361486952e-22	2.19762427655382e-20
g5591	3.0118554305596	3.10748890343209	92.8586229112147	5.61665736309526e-22	2.31549252819676e-20
g9391	-2.30607137113021	5.33783543309209	92.1392148895322	8.07885061245488e-22	3.31847570265946e-20
g1655	-1.57908712481857	1.86042919166226	91.4371101773342	1.15195714061235e-21	4.71470689643403e-20
g6913	3.0104757309698	5.25751679652524	91.3504989963141	1.20349754625369e-21	4.90793225966837e-20
g543	-0.992260292627988	6.11379530998481	91.3012095014877	1.23385193688312e-21	5.01368437578636e-20
g4764	-1.05248666240449	7.23039306854426	90.6841986576973	1.68533790220956e-21	6.82381278476776e-20
g9581	1.5273992388734	4.63880674736062	90.6444559256659	1.71953177912259e-21	6.93748461918604e-20
