AVf1	AVf2	AVf3	AVm1	AVm2	AVm3	HtVf1	HtVf2	HtVf3	HtVm1	HtVm2	HtVm3
g55	4.64658763295303	4.61335032837525	4.11711017125151	5.31643344537075	5.44369668901424	5.17094129680164	5.43283055687469	5.2513102272508	5.17090871122176	5.33974200744071	5.39839974238429	5.57672073791827
g56	4.86393187552175	4.9088866346185	5.06094729034808	4.2151106567014	4.0031627330926	4.30109100050123	4.80691659836611	4.95752099729348	4.54529147219527	4.73984088968939	4.94254516187817	4.65439365104907
g57	4.98425928382911	5.11525023347028	4.90180308302996	4.71276287242234	4.66269210451998	4.58003233074004	4.26754422099722	4.23926619196706	4.05985014582215	3.82816586564685	3.58163593232725	4.20461255034072
g58	-1.10953714651467	-0.892730968019319	-0.0927527227694156	2.71165102160709	2.93695643533434	3.2792370280104	-2.8221754420886	-1.63793968615762	-1.58649481517745	1.15525742772202	-3.91862592082782	-3.91862592082782
g59	-3.91862592082782	-3.91862592082782	-3.91862592082782	4.09107499579564	4.55835834923198	4.58003233074004	-3.91862592082782	-3.91862592082782	-3.91862592082782	1.37151776555601	-3.91862592082782	-3.91862592082782
g60	-3.91862592082782	-2.54692599894341	-2.6173074761027	0.3008783248609	0.710919197054206	0.206147651984623	-1.77626520664224	-3.91862592082782	-1.90905848859983	-0.346485133922974	-2.77562180815775	-2.03721922072951
g61	0.0832703732936078	-0.142308804724892	0.0490407940046432	3.92107873770978	3.55839998013927	4.09620007304054	1.54913034536943	0.120193103944447	0.552971455637326	4.93507603408838	5.5948569484798	5.06338696842018
g62	5.30195654779774	5.21241542729762	5.12240315184155	5.69682635119949	6.01045875107276	5.76851463237561	5.20450921462089	5.08230212352777	5.06275807850996	5.50904869567452	5.27877738902354	5.51925106351428
g63	4.85405596939508	4.94866983114292	4.94099252424004	4.40072943853822	4.19063865124769	4.57565272202141	4.12545435897779	3.38750804771058	4.12197399651042	3.80975618690031	4.06753715146346	3.7031103215598
g64	7.82644229088941	7.8189040850786	7.85593368526432	8.27924065483935	8.2737862165809	8.25914145284268	7.83327322957429	7.66037364504662	7.71936481351315	8.10033415175068	8.00858820432655	8.07044660915681
g65	3.973652462002	4.1546065869115	4.08041557661995	2.21919531478499	2.19596073292866	2.46035255205091	3.17365834734491	2.98425594227066	2.78049396053144	2.89722742834619	2.5408890973428	2.74902210611781
g66	5.02883644088187	5.11525023347028	5.23797823230248	3.24262198589387	3.20612126555592	3.28997044850228	4.594112395578	4.22948638168282	4.33724872122501	4.21844709003676	4.44102473894739	4.39921374173192
g67	4.46060115587789	4.79619241597141	4.56068242005546	3.84996324910137	3.61343822698642	3.84281048695574	3.75910809330633	3.6737544270884	3.87541865455926	3.8372833533615	3.88451284420484	3.93844283582664
g68	3.24828954585705	3.34275716158252	3.40242365655077	2.86380241134529	0.821906118982873	1.63740733985984	2.21959575231909	2.2591557655812	2.93949633776327	1.94413734886965	1.99334831289623	3.24396769612729
g69	5.24641381802438	5.27047056715787	5.30135459756682	3.92107873770978	3.42410701139148	3.65630899023318	3.66807101420019	4.0013882823903	3.95204291897894	3.2511131857267	3.17245235076763	2.99370282831463
g71	7.18323668239498	7.10770364755634	7.15898869572235	7.63750115881285	7.65752325309629	7.68876979820138	7.33692567741538	7.33970029766246	7.317509716529	7.92968320002296	7.72015828189238	7.83895496291851
g72	5.98953359399484	5.98946145189902	5.87424040963339	2.96150051548232	3.10000102829374	3.50790729448174	4.17438915350971	4.14356719793566	4.38869695344699	3.19547592818932	3.12037678509709	3.00968940725033
g73	6.73601638335709	6.76465327739109	6.76455642261195	7.20420789818874	7.30248402651758	7.1088455715125	8.57283087417952	8.31793474412504	8.04466929951633	9.23906763834357	9.09717110628284	9.00696949966252
g74	5.2744524608387	5.41770566714287	5.33808571084948	4.65968774916869	4.64393168330995	4.69755595357997	5.11959863427794	4.98393738300528	4.89174962449567	5.18049746038991	5.18682120595478	5.23639554102219
g75	-3.91862592082782	-1.85667487936387	-3.91862592082782	1.17116891257712	1.79466683585968	1.76598289085967	-1.44532781439477	-3.91862592082782	-3.91862592082782	-0.721646233744183	-1.37423550752518	-2.03721922072951
g76	0.96597123653334	0.66768358246617	1.44856522548566	1.71016721967678	1.76719153659646	1.73489723545104	1.43327742105958	1.91317049389533	1.7085675220824	2.13368012669432	2.63668574276023	1.88947581536445
g77	-0.962667809895014	-1.04068304035645	-0.861574214637994	-0.623686551838641	0.0674000527760401	-0.801843117056413	-0.427476265982502	0.120193103944447	0.485829788753404	-2.02198356399744	-1.37423550752518	-0.740226172341337
g78	1.03752781297934	1.11501996957452	0.816324883945563	-3.91862592082782	-1.12404193362879	-0.630138560376907	-0.288360774278542	0.280332257961436	0.341376260298428	-3.91862592082782	-3.91862592082782	-1.24763096142986
g79	-3.91862592082782	-3.91862592082782	-2.6173074761027	0.3008783248609	0.315179748941575	0.600361133103231	-2.20644436503409	-1.37664954273368	-3.91862592082782	-0.721646233744183	-0.503511971792628	-3.91862592082782
g80	5.68979932406415	5.6344528645509	5.76286278155411	6.27508064466374	6.26737495965472	6.33810209421354	6.53721364003636	6.62679030680123	6.4317287056578	7.22788897514322	7.18723053023933	6.93612818371952
g81	0.591102497479438	0.288117551690774	0.816324883945563	1.30481604362064	1.73918281078596	1.56855044392692	1.78797590365252	1.75854891041881	1.04790362071014	2.65061050525353	1.43460319904251	2.19929145861719
g85	6.71843330450567	6.6119735893058	6.70419933534184	5.71894760675375	5.52386581944603	5.57365095679285	7.95336256759336	7.77700402228654	7.6907681790437	6.66218129496333	6.65234186051523	6.59439263690337
g86	6.05242138980202	5.96178033655446	5.74864084144669	2.66269028093866	2.55848323835009	2.62199282271412	7.86855010151932	7.76816481940381	7.66775963300865	5.59756255532717	5.60199515956603	5.6190202947425
g89	-2.59548391060087	-3.91862592082782	-1.9444343174454	4.83932638653333	5.2538414017846	5.11469592032756	-2.20644436503409	-3.91862592082782	-3.91862592082782	2.07322446672117	-2.14597674848135	-1.24763096142986
g90	4.68887103313804	4.39315292518345	4.62154440354059	6.52038239461534	6.13659850731973	6.39140444157931	2.17219562349356	2.23979992762439	1.67881478382404	3.51247662315666	2.37301180625555	3.00968940725033
g91	3.21780863865043	3.22619688100704	3.12660228739168	4.09722964847337	4.02652574347505	4.02731193775776	2.28789797190338	2.09651008802224	1.22303710999249	1.80235473851786	1.30062469317186	1.66561421642875
g92	-0.962667809895014	-2.54692599894341	-0.861574214637994	1.42712537194562	1.35225009041264	2.01918328972711	-0.161487960043	-1.63793968615762	0.341376260298428	1.26743599310156	-0.874157668312783	-1.58906831688289
g93	-2.59548391060087	-3.07554534803847	-3.91862592082782	0.739033242496481	1.0211433268118	1.56855044392692	0.257233429527913	0.280332257961436	-0.585224497502481	1.09571800771637	-2.14597674848135	-2.69077973616613
g94	2.90036240101058	3.35020297553057	3.38914919996538	3.40026943774235	3.48440378082638	3.72119218237605	3.37548288929374	3.24915689239868	2.96437289230076	4.07165631561698	4.17992892163326	3.91316797080707
g95	6.22805316163449	6.16859415032357	6.19345874917041	6.97775945006332	6.99720863649972	6.95548732554704	6.31382283672917	6.14212196297227	6.21044913971759	6.56947668428543	6.35704942172177	6.44367653290614
g96	7.61757729738455	7.62880874334081	7.65916300827779	8.17034363611388	8.20153489866531	8.03224199560681	7.8184363601619	7.83256981247057	7.78934107340303	7.99631938166057	7.77381963969944	7.91837709528452
g97	5.39173254643381	5.2645720536592	5.42683150278121	5.21254006730693	4.86739712520009	5.03399281304664	6.08341775921418	6.08902870088817	5.99949038388925	4.92227983714348	5.05431842405883	5.25663262370191
g98	1.03752781297934	1.58780731880913	1.36966036247321	2.75900457556491	2.92457381509594	3.13190934047695	2.24272432233065	2.2591557655812	2.3033985250663	2.16298373928087	2.50071541723434	2.19929145861719
g99	6.16454535971982	6.32414527325589	6.27510582012022	5.10364073189954	4.95523848912467	4.93146961309913	5.79937359688035	5.57080219311736	5.46913693289879	5.462668315891	5.44941901926784	5.66769148140665
g101	-1.10953714651467	-2.54692599894341	-1.48737197256024	3.1975015120365	2.47603087292586	1.79641284912103	-0.161487960043	-1.63793968615762	-0.206419882793368	5.24700346381529	3.96791677650135	3.9957505019718
g102	-3.91862592082782	-1.85667487936387	-2.6173074761027	2.80485311296813	3.6057030090889	3.15557766020268	-3.91862592082782	-3.91862592082782	-2.32515590806392	0.754427569737015	-2.14597674848135	-2.03721922072951
g103	0.212564219046004	0.967902477908075	0.296624073441306	2.66269028093866	2.84795958038798	2.57009925755067	3.54322224434609	2.43964541666382	2.52023383838057	2.67115200934011	3.08004820736521	2.19929145861719
g106	-3.91862592082782	-1.39174106157226	-1.48737197256024	0.3008783248609	-0.761947029787229	-0.0952527290822498	-2.8221754420886	-1.15550431552636	-1.58649481517745	-1.23001757507577	0.734897324012521	0.177808635057304
g107	-3.91862592082782	-1.39174106157226	-1.9444343174454	2.24159522584265	0.154807826614492	-0.630138560376907	-1.44532781439477	-2.36794924316919	-3.91862592082782	-3.91862592082782	-2.14597674848135	1.35118440183651
g111	-3.91862592082782	-1.39174106157226	-1.48737197256024	5.86857236463429	5.89302861435068	5.926470267592	-0.94967307068735	-0.265878925405959	-0.447605545772932	2.01012420729851	0.0356493053691265	1.13501091425898
g112	7.15586337399585	6.93215699405472	6.97632052543076	6.61242450616112	6.5269301542361	6.56824691758944	6.24962291212677	6.15509550066822	6.231096452966	6.18989818262717	6.04242562101933	5.99928741384488
g114	-3.91862592082782	-3.91862592082782	-3.91862592082782	5.4995149324432	5.63823595900557	5.54257212113512	-3.91862592082782	-3.91862592082782	-3.91862592082782	1.37151776555601	-3.91862592082782	-2.03721922072951
g115	1.55908471417055	1.14956921202796	1.42274015352727	3.11497705622626	3.24647607107397	3.4420675249019	3.93270130154761	3.68094861832926	3.03652796775863	4.40169793581981	4.33076917458658	4.29217953079093
g116	1.69806529870625	1.04333568304526	1.47393613169992	-2.23890179864602	-3.91862592082782	-2.85074009932683	5.75783317826112	5.87518217923914	5.327715210551	-0.346485133922974	1.20385264695706	-0.740226172341337
g117	2.79073649457123	3.09938496604293	3.17381366149078	5.25994567834905	5.33327449208756	5.33280740541133	5.74978328558855	5.03255256898435	5.33964841363919	5.52606400120262	5.47037251635673	5.66011488186999
g118	0.0832703732936078	0.158405961468399	0.296624073441306	1.6444407723478	1.11131184368868	1.56855044392692	1.26274168716622	1.70309274801618	1.09372010262512	2.10376894535268	1.84079028715146	1.95699043649719
g119	6.83284599579556	6.9622300885017	6.93123907543422	-1.48370853789537	-3.91862592082782	-1.4895627363008	3.87466025692882	3.91860037305074	4.76297042109698	-2.02198356399744	-3.91862592082782	-2.03721922072951
g120	4.32418135479035	4.40034377059876	3.94182378156491	-1.21615297331584	-2.34358658366888	-3.91862592082782	0.652176455169579	1.83793016747325	2.45151389161534	-3.91862592082782	-3.91862592082782	-2.03721922072951
g121	1.17080009705522	1.18331039275651	1.61745006722821	1.21710740957081	1.19617479635178	1.79641284912103	1.21676063969525	0.424458598777151	0.848534165956589	2.13368012669432	1.84079028715146	1.85449548903496
g122	-1.91710868618232	-1.04068304035645	-2.24199286382164	2.28537792289467	1.99744663867205	3.05848143919506	0.345345393710858	0.616790626548917	-0.206419882793368	1.80235473851786	2.0501238834909	2.19929145861719
g125	3.18666981296588	3.67471375762955	3.94636248017277	2.64599369976525	2.65158223572798	2.94081815154488	4.56229148110876	4.18463780341878	4.03070276449972	4.13217636419095	3.68384757569495	4.03533416837342
g126	5.90357343088705	5.95691154204121	5.93373585792822	5.52027656038465	5.52591652872752	5.5824090260385	5.1007346142405	5.1486706850648	5.33010976064014	5.70854729137565	5.31976350984908	5.23978816291365
g130	0.811240884870976	0.714589919620114	0.178136951251762	3.62137045003693	4.12721568537931	3.94820860477267	2.80550205383787	2.33408227681655	1.30322705639388	5.47147897515674	5.31107826196322	5.5359058949229
g131	-2.59548391060087	-2.54692599894341	-1.9444343174454	1.17116891257712	1.0211433268118	0.852869718282838	-0.94967307068735	-0.794598840599109	0.180832995907272	1.5147865918229	1.39131157326488	2.43063740199073
g132	5.01339062298365	5.12830127522215	5.08995275879842	4.50625499780406	4.55434540269056	4.48514702394804	4.239074130748	4.54153184083337	4.12197399651042	4.3831408725401	4.19888479279165	3.88744240264407
g133	5.91786554049625	5.93850580810841	5.93601974997566	4.55625769194567	4.53411150860391	4.69351944798375	4.95079709060355	4.94562330978654	4.90144321161048	4.47362753706513	4.53849700280621	4.06623726567631
g134	4.44752522515128	4.67690750269778	4.69350512840627	4.17493876586519	4.20606812035309	4.47577616735314	4.93313317101642	4.9693213683802	4.8754474881964	5.08804091918276	5.1187764312372	5.00077801259947
g135	0.683226195319972	0.158405961468399	1.36966036247321	1.89108873250387	2.71046968053736	2.55237814479492	-0.581451991565441	0.280332257961436	-3.91862592082782	-0.346485133922974	-0.503511971792628	-1.24763096142986
g136	6.68539826742056	6.74148270369238	6.81568389377081	4.84299356504639	5.16715325967784	5.09646878902274	5.65813673390461	5.54145968438664	5.89984630504364	4.86992894125727	4.90840390195401	4.97250837503253
g138	4.76726365814592	4.76867286896611	4.84945385274065	3.77515964350221	3.40640613784382	3.94141662993777	4.31741603222404	3.89404708402009	4.05406758942305	4.1759564865128	4.52854142179568	4.28562911141764
g139	6.58448607993905	6.61274766716604	6.51321536927324	4.82456373971091	5.00607335978617	4.83582436551038	5.44035272669203	5.46642242535637	5.82711702167997	5.31384795220802	5.30817152111367	5.39390927176265
g140	-0.216319063450849	-0.319990231573234	0.0490407940046432	0.3008783248609	0.154807826614492	0.294079163000737	0.163387999232391	0.786472097553445	0.000161194001539623	-0.0490228875334881	0.427229125489824	0.655287866605163
g141	3.26329185490536	3.28953187815712	3.40242365655077	4.53374379999751	5.00607335978617	4.77600134500638	3.71016489498795	3.70937191381183	3.56165048134577	3.84634358240548	4.21759482543642	4.17656345943394
g142	9.55988960433465	9.57384210697122	9.5917662573664	9.47806496626892	9.61913396562558	9.47367763864303	9.09772946541107	9.3699073389092	9.39389575251643	9.28622955437659	9.17621654719197	9.22912208502432
g143	6.16753885293064	6.22536962536612	6.17327233819846	5.33217473802619	5.35650640966078	5.33020988295056	5.47250305635472	5.41125679733471	5.6582493388099	5.78357420740734	5.50378593832233	5.59007306116139
g144	6.52659782986291	6.44381477843628	6.52160375057302	6.182596153223	6.08328637537232	6.10270389458914	5.66884914623387	5.95301660641283	5.78060173869289	6.63368228827488	6.15347927777908	6.26374062009343
g145	3.26329185490536	3.47123395591571	3.0942472732919	4.07868635720151	3.85443399657922	4.21359901385032	3.46670859899934	3.03004635998534	3.02474995449842	3.82816586564685	3.67484912329144	3.37315989287422
g146	5.90476986269783	5.78351658452061	5.90953413376177	6.54084798774258	6.47055181808132	6.49592258276341	8.51967546077226	8.14403980588661	7.90989663273862	9.28706159032594	9.00929810416326	9.06883926209213
g147	4.35251683173003	4.61644120312881	4.41765219148616	4.60458522897243	4.41523774906326	4.17937140701985	3.68505623063851	3.52178059364803	3.7593900288843	3.20958768601161	3.36377413438192	3.02550077779189
g148	4.47678115072715	4.67986530285731	4.44677463508529	2.12594681068078	2.63647698655543	1.99314684754138	2.56978954986401	3.00733281411721	3.1384146146471	2.10376894535268	2.67329154018951	2.4541940292956
g149	3.89395933588261	3.66877085430986	3.78848946295349	5.00233684698348	5.0264956484823	5.30661929611184	6.79167188249418	6.77701934436884	6.22596226132739	6.62975207327926	6.60930187803598	6.89260771502852
g150	2.04914864929512	1.51016819705389	2.20721905633058	0.916582459062041	1.65173833304983	1.79641284912103	4.80691659836611	4.81765660638563	3.97670590007592	4.06390963289201	3.91540229811881	4.22529719268193
g151	5.80961247733933	5.92734859005755	6.05216690082102	3.78281697046043	4.04380301836673	4.24151450228198	5.24802147983595	5.51150797609368	5.48211495799825	5.22979695265662	5.0681299221424	5.6006666516279
g152	8.16778942681819	7.91334907700049	7.98837431026338	8.35278595489493	8.26981480183934	8.27712273617533	8.89253978169175	8.79782674666209	8.58646835115183	9.22241823050681	8.98675140485154	9.23061484191561
g153	2.60301092748341	2.36688765371758	2.83507789921664	3.59551617867873	3.77389446293616	3.97506119471805	5.37904770306383	5.23917721682358	5.00996972044934	5.60291842939878	5.40929160277581	5.62162328668925
g154	-0.393217107541942	-1.39174106157226	-2.6173074761027	3.26466384357593	3.16460509942667	3.20178033321931	-1.44532781439477	-1.15550431552636	-0.206419882793368	0.502659388978093	0.0356493053691265	0.482769687372176
g155	2.57922933538021	2.68216501423604	2.50668776402407	11.462999285033	11.2696208115523	11.4438487451668	2.26548794949026	1.91317049389533	1.7085675220824	5.82311950324095	1.70594759228767	3.08706835091032
g157	-1.10953714651467	-1.60555932504986	-1.14080428886554	1.5032594805771	1.35225009041264	1.73489723545104	0.163387999232391	0.202483472029345	0.485829788753404	2.65061050525353	2.79455770026513	3.76092410528293
g158	2.24323977218153	2.5845326810814	2.68020636064713	2.26365265685231	2.4416836164474	2.92713181264951	3.06106507408771	2.29710538102453	2.45151389161534	3.15229304945881	3.30666531045571	3.34823043295792
g159	-1.91710868618232	-1.85667487936387	-0.861574214637994	0.971220846046237	0.459494570684187	1.21012650039405	2.83623857649916	1.58534409896953	1.04790362071014	1.94413734886965	2.28112963443273	1.95699043649719
g161	-1.45753921621186	-1.85667487936387	-1.48737197256024	-1.48370853789537	0.315179748941575	-0.338047411385947	1.58576891438505	0.889431211297625	0.180832995907272	2.40294555985477	2.1313057134499	2.02148628256418
g164	-2.59548391060087	-1.85667487936387	-1.9444343174454	-1.48370853789537	0.237221036231265	1.11675218056399	-0.581451991565441	-1.63793968615762	-1.10034195523504	0.197467367983646	-0.874157668312783	-0.540781081775432
g165	-3.91862592082782	-3.91862592082782	-2.6173074761027	0.21292251220884	1.11131184368868	0.600361133103231	-2.20644436503409	-2.36794924316919	-3.91862592082782	-2.02198356399744	-3.91862592082782	-3.91862592082782
g166	0.811240884870976	0.407122853280607	1.22773163891493	1.261628154692	1.0211433268118	0.732132822355727	1.30730239556237	0.555485365214804	0.951660073762582	0.900764385580915	0.0356493053691265	1.13501091425898
g168	-1.10953714651467	-0.758550397821699	-1.14080428886554	-0.331460884228844	0.154807826614492	0.294079163000737	0.506902665832353	-0.0599669240838078	0.617126874840781	0.40792529461337	1.20385264695706	1.13501091425898
g169	-1.10953714651467	0.158405961468399	-0.169242827512686	0.383778540484999	-0.231944215685561	0.0123637417772052	0.428384306976965	0.555485365214804	0.341376260298428	-0.190101016426885	0.802554427677791	1.13501091425898
g170	0.811240884870976	0.714589919620114	1.6841858371836	3.31833869840104	3.55036312621687	3.20178033321931	2.64115530865529	2.50596006956425	2.11628923186513	2.76968880409133	2.72651552942286	2.54475280654371
g171	5.38145606122367	5.44404065052389	5.63936154078725	4.35008693939373	4.23142276873802	4.224830110174	3.96086903487108	4.18463780341878	4.28389771931454	3.39389817711617	3.09361671186342	2.87654348595544
g172	7.19355280891002	7.20484829230952	7.10063191160734	5.53395349422587	5.3356145911087	5.34829508804131	5.56257063903265	5.77788897252486	6.02336200459808	5.51474279114028	5.16127636661574	5.2864657434531
g173	6.10124708666618	6.08180627568445	6.14985090505385	5.88645190307364	5.77211395747499	5.88989641980302	6.59114693268498	6.51247963895055	6.41151927912779	7.26298997705363	7.0924235104659	7.15407058315605
g174	7.06085451990677	7.03102025279407	7.10266648045366	7.77869966457766	7.70490423608619	7.71886975922378	6.79460940775514	6.71178369733507	6.72255413368455	6.80029870872615	6.80654056638319	6.81853595388907
g176	3.6870126574571	3.37231258807337	3.15040108649309	4.91444505549955	4.74598027538565	5.0749086008405	0.784150741968779	0.0329235043657815	0.794068304109887	-1.23001757507577	0.663910561467422	1.0134236232444
g177	0.542736446945148	0.288117551690774	-0.250016524314703	2.10166154016632	2.40649864607717	2.6555797105529	-3.91862592082782	-3.91862592082782	-3.91862592082782	-3.91862592082782	-3.91862592082782	-3.91862592082782
g180	-0.490526572574306	0.407122853280607	-1.6978780145212	-0.331460884228844	0.0674000527760401	1.06769639901523	0.345345393710858	0.280332257961436	0.341376260298428	0.900764385580915	1.59584190145341	1.24714280652235
g181	4.75934879542761	4.57890634106123	4.65797338895455	6.53971859479144	6.41851851385443	6.35353334358787	5.74371625190724	5.63147345423555	5.60585188273777	6.03209701369116	6.0371687946501	6.41994612089534
g182	6.07065872505638	6.12368204944258	6.10893807050345	6.95675802128588	6.79269062766388	6.72279253791881	7.02718379851054	6.87358458215439	6.94351483255558	7.11995575559147	7.07884372629842	7.3512323238704
g183	6.40419567290055	6.34851475708359	6.24962493998644	6.57322160770049	6.44368542014224	6.40133772811914	6.41655115360565	6.40579989673541	6.30599420542614	6.8427936264859	6.71623162744006	6.77944065510453
g184	13.213944630319	13.1983253766463	13.1851538010667	13.16480127871	12.9711336413567	12.9926581381184	13.170037247078	13.1998928434899	13.1225298335855	13.4611224922389	13.076134591067	13.3947418403254
g185	6.76067466130929	6.92157525589427	6.91280451893481	5.12186803713947	5.20348135389891	5.33540025952679	5.90825428911784	5.9633793876576	5.98588695676279	5.8947392661044	5.71384773555597	5.7317402188752
