g7.t1_1	rna-AOBTE_LOCUS13957-3_1
g8.t1_1	rna-AOBTE_LOCUS32479_1
g10.t1_1	rna-AOBTE_LOCUS13960_1
g13.t1_1	rna-AOBTE_LOCUS15511_1
g14.t1_1	rna-AOBTE_LOCUS16007_1
g15.t1_1	rna-AOBTE_LOCUS16006-2_1
g16.t1_1	rna-AOBTE_LOCUS14548-3_1
g17.t1_1	rna-AOBTE_LOCUS14549_1
g18.t1_1	rna-AOBTE_LOCUS14552_1
g21.t2_1	rna-AOBTE_LOCUS14560-2_1
g22.t2_1	rna-AOBTE_LOCUS2465_1
g25.t2_1	rna-AOBTE_LOCUS14571_1
g26.t1_1	rna-AOBTE_LOCUS14572-2_1
g28.t1_1	rna-AOBTE_LOCUS14583_1
g29.t1_1	rna-AOBTE_LOCUS17244-3_1
g30.t1_1	rna-AOBTE_LOCUS17245_1
g31.t1_1	rna-AOBTE_LOCUS17246-2_1
g32.t1_1	rna-AOBTE_LOCUS17247_1
g35.t1_1	rna-AOBTE_LOCUS17250_1
g36.t1_1	rna-AOBTE_LOCUS17252_1
g37.t1_1	rna-AOBTE_LOCUS17256-3_1
g41.t1_1	rna-AOBTE_LOCUS17327_1
g43.t1_1	rna-AOBTE_LOCUS17323-2_1
g44.t1_1	rna-AOBTE_LOCUS17336-2_1
g47.t1_1	rna-AOBTE_LOCUS14219-2_1
g49.t1_1	rna-AOBTE_LOCUS14223-2_1
g51.t1_1	rna-AOBTE_LOCUS14068_1
g56.t1_1	rna-AOBTE_LOCUS14061-4_1
g57.t1_1	rna-AOBTE_LOCUS14062-2_1
g61.t1_1	rna-AOBTE_LOCUS26713_1
g62.t1_1	rna-AOBTE_LOCUS14042_1
g63.t1_1	rna-AOBTE_LOCUS14040_1
g64.t1_1	rna-AOBTE_LOCUS14039_1
g65.t2_1	rna-AOBTE_LOCUS14038-5_1
g66.t1_1	rna-AOBTE_LOCUS14037-3_1
g67.t1_1	rna-AOBTE_LOCUS14036_1
g69.t2_1	rna-AOBTE_LOCUS14035_1
g71.t1_1	rna-AOBTE_LOCUS14034_1
g72.t1_1	rna-AOBTE_LOCUS14032-2_1
g73.t1_1	rna-AOBTE_LOCUS14031_1
g74.t1_1	rna-AOBTE_LOCUS14030_1
g75.t1_1	rna-AOBTE_LOCUS14976_1
g80.t5_1	rna-AOBTE_LOCUS14971_1
g81.t1_1	rna-AOBTE_LOCUS14961_1
